SYMBOL,Security Name
JKPAPER,JK PAPER LTD.
SAREGAMA,SAREGAMA INDIA LTD.
MINOLTAF,MINOLTA FINANCE LTD.
ADROITINFO,Adroit Infotech Ltd
CYBERTECH,CYBERTECH SYSTEMS AND SOFTWARE LTD.
ICICIBANK,ICICI BANK LTD.
CYIENT,Cyient Limited
ENGINERSIN,ENGINEERS INDIA LTD.
DHANBANK,Dhanlaxmi Bank Limited
GMDCLTD,GUJARAT MINERAL DEVELOPMENT CORPORATION LTD.
GAYATRI,GAYATRI SUGARS LTD.
INDUSINDBK,INDUSIND BANK LTD.
ITDC,INDIA TOURISM DEVELOPMENT CORPORATION LTD.
J&KBANK,JAMMU & KASHMIR BANK LTD.
CUB,CITY UNION BANK LTD.
ARCHIES,ARCHIES LTD.
AXISBANK,AXIS BANK LTD.
HBSL,HB STOCKHOLDINGS LTD.
SIELFNS,SIEL FINANCIAL SERVICES LTD.
SOUTHBANK,SOUTH INDIAN BANK LTD.
ENERGYDEV,ENERGY DEVELOPMENT COMPANY LTD.
SONATSOFTW,SONATA SOFTWARE LTD.
BENGALT,BENGAL TEA & FABRICS LTD.
NATIONALUM,NATIONAL ALUMINIUM CO.LTD.
INDNIPPON,INDIA NIPPON ELECTRICALS LTD.
NSIL,NALWA SONS INVESTMENTS LTD.
APARINDS,APAR INDUSTRIES LTD.
TCIIND,TCI INDUSTRIES LTD.
ACCELYA,Accelya Solutions India Ltd
ORCHASP,Orchasp Ltd
HCLTECH,HCL TECHNOLOGIES LTD.
TCFCFINQ,TCFC FINANCE LTD.
GEOJITFSL,Geojit Financial Services Ltd
JINDALSTEL,JINDAL STEEL & POWER LTD.
BLBLIMITED,BLB LTD.
GLENMARK,GLENMARK PHARMACEUTICALS LTD.
WOCKPHARMA,WOCKHARDT LTD.
INTEGHIT,INTEGRATED HITECH LTD.
KJMCCORP,KJMC Corporate Advisors (India) Ltd.
INDSWFTLAB,IND-SWIFT LABORATORIES LTD.
GEPIL,GE Power India Ltd
SHREERAMA,SHREE RAMA MULTI-TECH LTD.
MAHLIFE,MAHINDRA LIFESPACE DEVELOPERS LTD.
TELESYS,TELESYS SOFTWARE LTD.
VAARAD,Vaarad Ventures Ltd
ZYDUSLIFE,Zydus Lifesciences Ltd
SHIVACEM,SHIVA CEMENT LTD.
CINEVISTA,CINEVISTA LTD.
INTENTECH,INTENSE TECHNOLOGIES LTD.-$
DANLAW,DANLAW TECHNOLOGIES INDIA LTD.-$
AJANTPHARM,AJANTA PHARMA LTD.
HBPOR,HB PORTFOLIO LTD.
HBESD,HB ESTATE DEVELOPERS LTD.
AMBICAAGAR,AMBICA AGARBATHIES & AROMA INDUSTRIES LTD.
COMPUSOFT,COMPUCOM SOFTWARE LTD.-$
OMNIAX,OMNI AXS SOFTWARE LTD.
IZMO,IZMO Limited-$
TVSMOTOR,TVS MOTOR COMPANY LTD.
SOFTSOL,SOFTSOL INDIA LTD.
ACLGATI,Allcargo Gati Ltd
SUBEXLTD,SUBEX LTD.
TCI,TRANSPORT CORPORATION OF INDIA LTD.
PADMALAYAT,PADMALAYA TELEFILMS LTD.
AKSHOPTFBR,AKSH OPTIFIBRE LTD.
VIRGOGLOB,Virgo Global Ltd
PICTUREHS,PICTUREHOUSE MEDIA LTD.
TRIVENI,TRIVENI ENGINEERING & INDUSTRIES LTD.
MUKTAARTS,MUKTA ARTS LTD.
NAGPI,NAGPUR POWER & INDUSTRIES LTD.
DSSL,DYNACONS SYSTEMS & SOLUTIONS LTD.
PNBGILTS,PNB GILTS LTD.
RAMCOIND,RAMCO INDUSTRIES LTD.
RAMCOSYS,RAMCO SYSTEMS LTD.
TTML,TATA TELESERVICES (MAHARASHTRA) LTD.
VIRINCHI,Virinchi Ltd
WEPSOLN,WEP SOLUTIONS LTD.
STLTECH,STERLITE TECHNOLOGIES LTD.
TIPSMUSIC,Tips Music Ltd
MRO-TEK,MRO-TEK Realty Ltd
UNIVARTS,UNIVERSAL ARTS LTD.
FIRSTFIN,First Fintec Ltd
BABA,BABA ARTS LTD.-$
BALAJITELE,BALAJI TELEFILMS LTD.
TYCHE,TYCHE INDUSTRIES LTD.
CALSOFT,CALIFORNIA SOFTWARE CO.LTD.
PNC,PRITISH NANDY COMMUNICATIONS LTD.
IOB,INDIAN OVERSEAS BANK
TAJGVK,TAJGVK HOTELS & RESORTS LTD.
CREATIVEYE,CREATIVE EYE LTD.
AXISCADES,Axiscades Technologies Ltd
KONNDOR,Konndor Industries Ltd
UMESLTD,Usha Martin Education & Solutions Limited
BSOFT,Birlasoft Ltd
USGTECH,USG TECH SOLUTIONS LTD.
7TEC,SAVEN TECHNOLOGIES LTD.
AVANTEL,AVANTEL LTD.
MOSCHIP,Moschip Technologies Ltd
MEGASOFT,MEGASOFT LTD.
TRANSCOR,TRANSCORP INTERNATIONAL LTD.
CEREBRAINT,CEREBRA INTEGRATED TECHNOLOGIES LTD.
NEXTMEDIA,NEXT MEDIAWORKS LTD.
SMARTLINK,Smartlink Holdings Ltd
GODREJCP,GODREJ CONSUMER PRODUCTS LTD.
GENUSPRIME,Genus Prime Infra Ltd
BFUTILITIE,BF UTILITIES LTD.-$
UNITDSPR,UNITED SPIRITS LTD.
SANINFRA,Sanmit Infra Limited
OLECTRA,Olectra Greentech Ltd
MPSLTD,MPS LTD.
CERA,CERA SANITARYWARE LTD.
TSPIRITUAL,T.SPIRITUAL WORLD LTD.
BHARTIARTL,BHARTI AIRTEL LTD.
SHALIWIR,SHALIMAR WIRES INDUSTRIES LTD.
GULPOLY,GULSHAN POLYOLS LTD.
PONNIERODE,PONNI SUGARS (ERODE) LTD.
PNB,PUNJAB NATIONAL BANK
OFSS,ORACLE FINANCIAL SERVICES SOFTWARE LTD.
HAZOOR,HAZOOR MULTI PROJECTS LTD.-$
KAMAHOLD,Kama Holdings Limited-$
APTECHT,APTECH LTD.
UNIONBANK,UNION BANK OF INDIA
UBL,UNITED BREWERIES LTD.-$
NOIDATOLL,NOIDA TOLL BRIDGE COMPANY LTD.
GRANULES,GRANULES INDIA LTD.-$
CANBK,CANARA BANK
BLIL,BALMER LAWRIE INVESTMENTS LTD.
POKARNA,POKARNA LTD.
DIVISLAB,DIVI'S LABORATORIES LTD.
ASTRAMICRO,ASTRA MICROWAVE PRODUCTS LTD.
RADICO,RADICO KHAITAN LTD.
MARUTI,MARUTI SUZUKI INDIA LTD.
RAJPALAYAM,RAJAPALAYAM MILLS LTD.-$
NAVINFLUOR,Navin Fluorine International Limited-$
UCOBANK,UCO BANK
BAGFILMS,B.A.G.FILMS & MEDIA LTD.
JSL,JINDAL STAINLESS LTD.
SUPRAJIT,SUPRAJIT ENGINEERING LTD.-$
TVSELECT,TVS ELECTRONICS LTD.
IGL,INDRAPRASTHA GAS LTD.
TVTODAY,TV TODAY NETWORK LTD.
PALREDTEC,Palred Technologies Limited
PETRONET,PETRONET LNG LTD.
BIOCON,BIOCON LTD.
PTC,PTC INDIA LTD.
MAHABANK,BANK OF MAHARASHTRA
RKFORGE,RAMKRISHNA FORGINGS LTD.
DATAMATICS,DATAMATICS GLOBAL SERVICES LTD.
NDTV,NEW DELHI TELEVISION LTD.
STAR,Strides Pharma Science Ltd
ULTRACEMCO,ULTRATECH CEMENT LTD.
UNOMINDA,UNO Minda Ltd-$
TCS,TATA CONSULTANCY SERVICES LTD.
COFORGE,Coforge Ltd
GULFPETRO,GP Petroleums Limited
CENTURYPLY,CENTURY PLYBOARDS (I) LTD.-$
WELENT,Welspun Enterprises Ltd
NTPC,NTPC LTD.
SALSTEEL,S.A.L.STEEL LTD.
JBMA,JBM AUTO LTD.
DWARKESH,DWARIKESH SUGAR INDUSTRIES LTD.
INDOCO,INDOCO REMEDIES LTD.
VIPCLOTHNG,VIP Clothing Ltd
IMPEXFERRO,IMPEX FERRO TECH LTD.
XCHANGING,XCHANGING SOLUTIONS LTD.
JETAIRWAYS,JET AIRWAYS (INDIA) LTD.
MORARJEE,MORARJEE TEXTILES LTD.
JINDALPHOT,JINDAL PHOTO LTD.
POCL,PONDY OXIDES & CHEMICALS LTD.
JPPOWER,Jaiprakash Power Ventures Limited
3IINFOLTD,3I INFOTECH LTD.
MBECL,MCNALLY BHARAT ENGINEERING COMPANY LTD.
GOKEX,GOKALDAS EXPORTS LTD.
ALLDIGI,Alldigi Tech Ltd
IIFL,IIFL Finance Ltd
MANGALAM,MANGALAM DRUGS & ORGANICS LTD.
SHOPERSTOP,SHOPPERS STOP LTD.
CYBERMEDIA,CYBER MEDIA (INDIA) LTD.
NDL,Nandan Denim Limited
JSWHL,JSW Holdings Limited
JKCEMENT,J.K.CEMENT LTD.
BEEYU,BEEYU OVERSEAS LTD.
YESBANK,YES BANK LTD.
NECLIFE,NECTAR LIFESCIENCES LTD.
MSPL,MSP STEEL & POWER LTD.
SPLIL,SPL INDUSTRIES LTD.
KTKBANK,KARNATAKA BANK LTD.
MCLEODRUSS,MCLEOD RUSSEL INDIA LTD.
FACORALL,FACOR ALLOYS LTD.
RML,RANE (MADRAS) LTD.
HTMEDIA,HT MEDIA LTD.
SASKEN,Sasken Technologies Ltd
FCSSOFT,FCS SOFTWARE SOLUTIONS LTD.
SUZLON,SUZLON ENERGY LTD.
AURIONPRO,AURIONPRO SOLUTIONS LTD.
RENUKA,SHREE RENUKA SUGARS LTD.
KMSUGAR,K.M.SUGAR MILLS LTD.
BASML,BANNARI AMMAN SPINNING MILLS LTD.
PBAINFRA,PBA INFRASTRUCTURE LTD.
AIAENG,AIA ENGINEERING LTD.
EKC,EVEREST KANTO CYLINDER LTD.
KERNEX,KERNEX MICROSYSTEMS (INDIA) LTD.
REPRO,REPRO INDIA LTD.
PVRINOX,PVR Inox Ltd
ASMS,BARTRONICS INDIA LTD.
CELEBRITY,CELEBRITY FASHIONS LTD.
NITINSPIN,NITIN SPINNERS LTD.
ROHLTD,ROYAL ORCHID HOTELS LTD.
ENIL,ENTERTAINMENT NETWORK (INDIA) LTD.
CELLA,Cella Space Ltd
GSPL,GUJARAT STATE PETRONET LTD.
JAGRAN,JAGRAN PRAKASHAN LTD.
DYNPRO,DYNEMIC PRODUCTS LTD.
GVKPIL,GVK POWER & INFRASTRUCTURE LTD.
SADBHAV,SADBHAV ENGINEERING LTD.
SAKUMA,SAKUMA EXPORTS LTD.
KEC,KEC INTERNATIONAL LTD.
GILLANDERS,GILLANDERS ARBUTHNOT & CO.LTD.
INDOTECH,INDO TECH TRANSFORMERS LTD.
BLKASHYAP,B.L.KASHYAP AND SONS LTD.
M&MFIN,MAHINDRA & MAHINDRA FINANCIAL SERVICES LTD.
NITCO,NITCO LTD.
MPDL,MPDL Ltd
SOLARINDS,SOLAR INDUSTRIES INDIA LTD.
GALLANTT,Gallantt Ispat Ltd
MALUPAPER,MALU PAPER MILLS LTD.
UTTAMSUGAR,UTTAM SUGAR MILLS LTD.
SGL,STL GLOBAL LTD.
KKCL,KEWAL KIRAN CLOTHING LTD.
SUNTV,SUN TV NETWORK LTD.
GPIL,GODAWARI POWER & ISPAT LTD.
RSYSTEMS,R Systems International Limited
EMKAY,EMKAY GLOBAL FINANCIAL SERVICES LTD.
TCLCONS,TANTIA CONSTRUCTIONS LTD.
LOKESHMACH,LOKESH MACHINES LTD.
KAMDHENU,Kamdhenu Ltd
PAUSHAKLTD,PAUSHAK LTD.
GTNTEX,GTN TEXTILES LTD.
INDICAP,Inditrade Capital Limited
PFOCUS,PRIME FOCUS LTD.
ALLCARGO,ALLCARGO LOGISTICS LTD.
GMRINFRA,GMR Airports Infrastructure Ltd
TECHM,TECH MAHINDRA LTD.
CIEINDIA,CIE Automotive India Ltd
VOLTAMP,VOLTAMP TRANSFORMERS LTD.
ATLANTAA,Atlantaa Ltd
HOVS,HOV SERVICES LTD.
ACE,ACTION CONSTRUCTION EQUIPMENT LTD.
GEECEE,GeeCee Ventures Limited
RICHAIND,RICHA INDUSTRIES LTD.
FIEMIND,FIEM INDUSTRIES LTD.
JHS,JHS SVENDGAARD LABORATORIES LTD.
DCBBANK,DCB Bank Limited
GLOBALVECT,GLOBAL VECTRA HELICORP LTD.
INSPIRISYS,Inspirisys Solutions Ltd
GTLINFRA,GTL INFRASTRUCTURE LTD.
SHIVAMAUTO,SHIVAM AUTOTECH LTD.
NAUKRI,INFO EDGE (INDIA) LTD.
TORNTPOWER,TORRENT POWER LTD.
PARSVNATH,PARSVNATH DEVELOPERS LTD.
SUTLEJTEX,SUTLEJ TEXTILES & INDUSTRIES LTD.
LTFOODS,LT FOODS LTD.
SOBHA,Sobha Limited
RUCHIRA,RUCHIRA PAPERS LTD.
TANLA,Tanla Platforms Ltd
ZEEMEDIA,Zee Media Corporation Limited
SITINET,Siti Networks Ltd
LUMAXTECH,LUMAX AUTO TECHNOLOGIES LTD.
AUTOIND,AUTOLINE INDUSTRIES LTD.
NETWORK18,NETWORK18 MEDIA & INVESTMENTS LTD.
HUBTOWN,HUBTOWN LTD.
TV18BRDCST,TV18 BROADCAST LTD.
CTE,CAMBRIDGE TECHNOLOGY ENTERPRISES LTD.
TIIL,TECHNOCRAFT INDUSTRIES (INDIA) LTD.
REDINGTON,Redington Ltd
AICHAMP,AI CHAMPDANY INDUSTRIES LTD.
CINELINE,Cineline India Limited
PGIL,Pearl Global Industries Limited
FSL,FIRSTSOURCE SOLUTIONS LTD.
PFC,POWER FINANCE CORPORATION LTD.
AHLUCONT,AHLUWALIA CONTRACTS (INDIA) LTD.
TFL,TRANSWARRANTY FINANCE LTD.
INDIANB,INDIAN BANK
SMSPHARMA,SMS PHARMACEUTICALS LTD.
ORIENTALTL,ORIENTAL TRIMEX LTD.
ELAND,E-Land Apparel Limited
IDEA,Vodafone Idea Ltd
JAGJANANI,JAGJANANI TEXTILES LTD.
RAJTV,RAJ TELEVISION NETWORK LTD.
PAGEIND,PAGE INDUSTRIES LTD.
AMDIND,AMD INDUSTRIES LTD.
LEHAR,Lehar Footwears Ltd
ASTRAL,Astral Ltd
EMBDL,Equinox India Developments Ltd
CAMLINFINE,CAMLIN FINE SCIENCES LTD.
ICRA,ICRA LTD.
DISHTV,DISH TV INDIA LTD.
SAHYADRI,SAHYADRI INDUSTRIES LTD.
SRHHYPOLTD,SREE RAYALASEEMA HI-STRENGTH HYPO LTD.
FORTIS,FORTIS HEALTHCARE LTD.
TGBHOTELS,TGB BANQUETS AND HOTELS LTD.
HILTON,HILTON METAL FORGING LTD.
DELTACORP,DELTA CORP LTD.
MICEL,MIC ELECTRONICS LTD.
INSECTICID,INSECTICIDES (INDIA) LTD.
ASAHISONG,ASAHI SONGWON COLORS LTD.
HARYNACAP,HARYANA CAPFIN LTD.
TIMETECHNO,TIME TECHNOPLAST LTD.
HGS,HINDUJA GLOBAL SOLUTIONS LTD.
NELCAST,NELCAST LTD.
V2RETAIL,V2 RETAIL LTD.
DLF,DLF LTD.
TARMAT,TARMAT LTD.
ANKITMETAL,ANKIT METAL & POWER LTD.
SPARC,SUN PHARMA ADVANCED RESEARCH COMPANY LTD.
HDIL,HOUSING DEVELOPMENT & INFRASTRUCTURE LTD.
ADSL,ALLIED DIGITAL SERVICES LTD.
ALPA,ALPA LABORATORIES LTD.
SSLEL,SIR SHADI LAL ENTERPRISES LTD.
OMAXE,OMAXE LTD.
REFEX,Refex Industries Limited
CENTRALBK,CENTRAL BANK OF INDIA
SELMC,SEL MANUFACTURING COMPANY LTD.
ASIANTILES,ASIAN GRANITO INDIA LTD.
KPRMILL,K.P.R. Mill Limited
TAKE,TAKE SOLUTIONS LTD.
PURVA,Puravankara Ltd
MOTILALOFS,MOTILAL OSWAL FINANCIAL SERVICES LTD.
VTMLTD,VTM LTD.
INDOWIND,INDOWIND ENERGY LTD.
NAGREEKCAP,NAGREEKA CAPITAL & INFRASTRUCTURE LTD.
MAGNUM,MAGNUM VENTURES LTD.
POWERGRID,POWER GRID CORPORATION OF INDIA LTD.
KSCL,KAVERI SEED COMPANY LTD.
PAISALO,Paisalo Digital Ltd
CCCL,CONSOLIDATED CONSTRUCTION CONSORTIUM LTD.
SUPREMEINF,SUPREME INFRASTRUCTURE INDIA LTD.
MAANALU,MAAN ALUMINIUM LTD.
IL&FSENGG,IL&FS ENGINEERING AND CONSTRUCTION COMPANY LTD.
RELIGARE,RELIGARE ENTERPRISES LTD.
BVCL,BARAK VALLEY CEMENTS LTD.
RATHIBAR,RATHI BARS LTD.
ADANIPORTS,ADANI PORTS AND SPECIAL ECONOMIC ZONE LTD.
EDELWEISS,Edelweiss Financial Services Ltd.
RGL,Renaissance Global Ltd
KOLTEPATIL,KOLTE-PATIL DEVELOPERS LTD.
KAUSHALYA,KAUSHALYA INFRASTRUCTURE DEVELOPMENT CORPORATION LTD.
JYOTHYLAB,Jyothy Labs Ltd
ECLERX,ECLERX SERVICES LTD.
TARIL,TRANSFORMERS AND RECTIFIERS (INDIA) LTD.
BRIGADE,BRIGADE ENTERPRISES LTD.
BGRENERGY,BGR ENERGY SYSTEMS LTD.
BURNPUR,BURNPUR CEMENT LTD.
MANAKSIA,MANAKSIA LTD.
PORWAL,PORWAL AUTO COMPONENTS LTD.
PPAP,PPAP Automotive Limited
ARIES,ARIES AGRO LTD.
KUANTUM,KUANTUM PAPERS LTD.
RPOWER,RELIANCE POWER LTD.
JKIL,J.KUMAR INFRAPROJECTS LTD.
CORDSCABLE,CORDS CABLE INDUSTRIES LTD.
KNRCON,KNR CONSTRUCTIONS LTD.
ONMOBILE,OnMobile Global Ltd.
SEPC,SEPC Ltd
BANG,BANG OVERSEAS LTD.
IRB,IRB INFRASTRUCTURE DEVELOPERS LTD.
GSS,GSS INFOTECH LTD.
NAHARCAP,NAHAR CAPITAL & FINANCIAL SERVICES LTD.
VGUARD,V-GUARD INDUSTRIES LTD.
RECLTD,REC Ltd
GOKAKTEX,GOKAK TEXTILES LTD.
DHANI,Dhani Services Ltd
TITAGARH,Titagarh Rail Systems Ltd
KIRIINDUS,KIRI INDUSTRIES LTD.
BIRLAMONEY,ADITYA BIRLA MONEY LTD.-$
TELOGICA,Telogica Ltd
JAIBALAJI,JAI BALAJI INDUSTRIES LTD.
BAJAJ-AUTO,BAJAJ AUTO LTD.
BAJAJFINSV,BAJAJ FINSERV LTD.
GOKUL,GOKUL REFOILS & SOLVENT LTD.
RPGLIFE,RPG LIFE SCIENCES LTD.
SENSEX1,Kotak S&P BSE Sensex ETF
NIRAJ,NIRAJ CEMENT STRUCTURALS LTD.
RBL,RANE BRAKE LINING LTD.
RANEENGINE,RANE ENGINE VALVE LTD.
BAFNAPH,BAFNA PHARMACEUTICALS LTD.
CHLLTD,CHL LTD.
SEJALLTD,Sejal Glass Ltd
ARCHIDPLY,ARCHIDPLY INDUSTRIES LTD.
LOTUSEYE,Lotus Eye Hospital And Institute Ltd
SOMICONVEY,SOMI CONVEYOR BELTINGS LTD.
LGBFORGE,LGB FORGE LTD.
LPDC,LANDMARK PROPERTY DEVELOPMENT COMPANY LTD.
SICAGEN,SICAGEN INDIA LTD.
SIMPLXMIL,SIMPLEX MILLS COMPANY LTD.
SIMPLXPAP,SIMPLEX PAPERS LTD.
20MICRONS,20 MICRONS LTD.
ZFCVINDIA,ZF Commercial Vehicle Control Systems India Ltd
ALKALI,ALKALI METALS LTD.
ISGEC,ISGEC Heavy Engineering Ltd
IMFA,INDIAN METALS & FERRO ALLOYS LTD.
TPHQ,Teamo Productions HQ Ltd
VEDAVAAG,VEDAVAAG SYSTEMS LTD.
MANJEERA,MANJEERA CONSTRUCTIONS LTD.
MOLDTKPAC,Mold-Tek Packaging Limited
MHRIL,MAHINDRA HOLIDAYS & RESORTS INDIA LTD.
EXCEL,Excel Realty N Infra Ltd
ROML,RAJ OIL MILLS LTD.
BENGALASM,BENGAL & ASSAM COMPANY LTD.
ADANIPOWER,ADANI POWER LTD.
NHPC,NHPC LTD.
SURYAAMBA,SURYAAMBA SPINNING MILLS LTD.
GLOBUSSPR,GLOBUS SPIRITS LTD.
OIL,OIL INDIA LTD.
BTTL,BHILWARA TECHNICAL TEXTILES LTD.
SPSL,SHREE PRECOATED STEELS LTD.
EXPLEOSOL,Expleo Solutions Ltd
RTNPOWER,RattanIndia Power Limited
DEN,Den Networks Ltd
ASTEC,ASTEC LIFESCIENCES LIMITED
DLINKINDIA,D-Link (India) Ltd
JSWENERGY,JSW Energy Ltd
YUNIKM,Yunik Managing Advisors Ltd
GODREJPROP,Godrej Properties Ltd
DBCORP,D B Corp Ltd
MBLINFRA,MBL Infrastructure Ltd
JUBLFOOD,Jubilant FoodWorks Ltd
VASCONEQ,Vascon Engineers Ltd
THANGAMAYL,Thangamayil Jewellery Ltd
DBREALTY,Valor Estate Ltd
EMMBI,Emmbi Industries Ltd
HATHWAY,Hathway Cable & Datacom Ltd
ARSSINFRA,ARSS INFRASTRUCTURE PROJECTS LTD.
TEXMOPIPES,TEXMO PIPES & PRODUCTS LTD.
SUNDARAM,SUNDARAM MULTI PAP LTD.
ROSSELLIND,ROSSELL INDIA LTD.
MANINFRA,MAN INFRACONSTRUCTION LTD.
TAMBOLIIN,Tamboli Industries Ltd
IL&FSTRANS,IL&FS Transportation Networks Ltd
PERSISTENT,PERSISTENT SYSTEMS LTD.
ISFT,INTRASOFT TECHNOLOGIES LTD.
KCPSUGIND,KCP SUGAR & INDUSTRIES CORPORATION LTD.
KECL,Kirloskar Electric Company Ltd
SATCH,Satchmo Holdings Ltd
TARAPUR,Tarapur Transformers Ltd
SJVN,SJVN Ltd
EMAMIPAP,EMAMI PAPER MILLS LTD.
KRITINUT,Kriti Nutrients Ltd
GKB,GKB OPHTHALMICS LTD.
HMVL,HINDUSTAN MEDIA VENTURES LTD.
EMAMIREAL,Emami Realty Ltd
AHLEAST,ASIAN HOTELS (EAST) LTD.
BAJAJCON,Bajaj Consumer Care Ltd
PRAKASHSTL,PRAKASH STEELAGE LTD.
GPPL,GUJARAT PIPAVAV PORT LTD.
WELINV,WELSPUN INVESTMENTS AND COMMERCIALS LTD.
SASTASUNDR,Sastasundar Ventures Ltd
CAREERP,CAREER POINT LTD.
EROSMEDIA,EROS INTERNATIONAL MEDIA LTD.
RAMKY,RAMKY INFRASTRUCTURE LTD.
GREENPOWER,ORIENT GREEN POWER COMPANY LTD.
CANTABIL,CANTABIL RETAIL INDIA LTD.
SEATV,SEA TV NETWORK LTD.
WABAG,VA TECH WABAG LTD.
BEDMUTHA,BEDMUTHA INDUSTRIES LTD.
ASHOKA,ASHOKA BUILDCON LTD.
JWL,Jupiter Wagons Ltd
OBEROIRLTY,OBEROI REALTY LTD.
PRESTIGE,PRESTIGE ESTATES PROJECTS LTD.
SHAH,Shah Metacorp Ltd
COALINDIA,COAL INDIA LTD.
GRAVITA,GRAVITA INDIA LTD.
RPPINFRA,RPP INFRA PROJECTS LTD.
RDBRIL,RDB REALTY & INFRASTRUCTURE LTD.
MOIL,MOIL LTD.
ZEELEARN,ZEE LEARN LTD.
KTIL,KESAR TERMINALS & INFRASTRUCTURE LTD.
A2ZINFRA,A2Z Infra Engineering Limited
KIRLOSENG,KIRLOSKAR OIL ENGINES LTD.
RKDL,RAVI KUMAR DISTILLERIES LTD.
PSB,PUNJAB & SIND BANK
FMNL,FUTURE MARKET NETWORKS LTD.
SURANASOL,Surana Solar Limited
SHEKHAWATI,Shekhawati Industries Ltd
KICL,KALYANI INVESTMENT COMPANY LTD.
BFINVEST,BF INVESTMENT LTD.
SUMMITSEC,SUMMIT SECURITIES LTD.
INOVSYNTH,INNOVASSYNTH INVESTMENTS LTD.
STEL,STEL Holdings Ltd
OMKARCHEM,OMKAR SPECIALITY CHEMICALS LTD.
JUBLINDS,JUBILANT INDUSTRIES LTD.
TEXRAIL,TEXMACO RAIL & ENGINEERING LTD.
INDTERRAIN,INDIAN TERRAIN FASHIONS LTD.
FCL,FINEOTEX CHEMICAL LTD.
DHUNINV,DHUNSERI INVESTMENTS LTD.
ZENTEC,ZEN TECHNOLOGIES LTD.
LOVABLE,LOVABLE LINGERIE LTD.
PFS,PTC INDIA FINANCIAL SERVICES LTD.
MUTHOOTFIN,MUTHOOT FINANCE LTD.
CNOVAPETRO,CIL NOVA PETROCHEMICALS LTD.
VMS,VMS INDUSTRIES LTD.
KARMAENG,KARMA ENERGY LTD.
DELPHIFX,Delphi World Money Ltd
RUSHIL,RUSHIL DECOR LTD.
ENKEIWHEL,ENKEI WHEELS (INDIA) LTD.
KRIDHANINF,Kridhan Infra Limited
INVENTURE,INVENTURE GROWTH & SECURITIES LTD.
LTF,L&T Finance Ltd
YAARI,Yaari Digital Integrated Services Ltd
TREEHOUSE,TREE HOUSE EDUCATION & ACCESSORIES LTD.
BROOKS,BROOKS LABORATORIES LTD.
RUPA,RUPA & COMPANY LTD.
TDPOWERSYS,T D POWER SYSTEMS LTD.
APLLTD,ALEMBIC PHARMACEUTICALS LTD.
VASWANI,VASWANI INDUSTRIES LTD.
PGEL,PG ELECTROPLAST LTD.
LESHAIND,LESHA INDUSTRIES LTD.
SETUINFRA,Setubandhan Infrastructure Ltd
RDBRL,RDB RASAYANS LTD.
TIJARIA,TIJARIA POLYPIPES LTD.
ONELIFECAP,ONELIFE CAPITAL ADVISORS LTD.
FLEXITUFF,Flexituff Ventures International Ltd
TRITURBINE,TRIVENI TURBINE LTD.
INDOTHAI,INDO THAI SECURITIES LTD.
ESSARSHPNG,ESSAR SHIPPING LTD.
APLAPOLLO,APL APOLLO TUBES LTD.
GPTINFRA,GPT INFRAPROJECTS LTD.
FERVENTSYN,FERVENT SYNERGIES LTD.
THOMASCOTT,THOMAS SCOTT (INDIA) LIMITED
TERASOFT,TERA SOFTWARE LTD.
PMCFIN,PMC Fincorp Limited
FUTSOL,FUTURISTIC SOLUTIONS LTD.
AIML,ALLIANCE INTEGRATED METALIKS LTD.
RHIM,Rhi Magnesita India Ltd
MCX,MULTI COMMODITY EXCHANGE OF INDIA LTD.
PYXISFIN,Pyxis Finvest Ltd
SCHNEIDER,SCHNEIDER ELECTRIC INFRASTRUCTURE LTD.
OLPCL,OLYMPIC CARDS LTD.
NBCC,NBCC (India) Ltd
HEXATRADEX,HEXA TRADEX LTD.
MAXHEIGHTS,MAXHEIGHTS INFRASTRUCTURE LTD.
TBZ,TRIBHOVANDAS BHIMJI ZAVERI LTD.
VSSL,VARDHMAN SPECIAL STEELS LTD.
LOOKS,Looks Health Services Limited
SPECIALITY,SPECIALITY RESTAURANTS LTD.
LYPSAGEMS,Lypsa Gems & Jewellery Ltd
RTNINDIA,Rattanindia Enterprises Ltd
SAMPANN,Sampann Utpadan India Ltd
JTLIND,JTL Industries Ltd
AMTL,ADVANCE METERING TECHNOLOGY LTD.
NECCLTD,NORTH EASTERN CARRYING CORPORATION LTD.
WAAREERTL,Waaree Renewable Technologies Ltd
JUPITERIN,JUPITER INFOMEDIA LTD.
VINAYAKPOL,VINAYAK POLYCON INTERNATIONAL LTD.
JOINTECAED,JOINTECA EDUCATION SOLUTIONS LTD.
DUCON,Ducon Infratechnologies Ltd
PROZONER,Prozone Realty Ltd
SRGHFL,SRG HOUSING FINANCE LTD.
COMCL,COMFORT COMMOTRADE LTD.
SHANTIGURU,Shanti Guru Industries Ltd
CASPIAN,Caspian Corporate Services Ltd
AERPACE,Aerpace Industries Ltd
VIRTUALG,VIRTUAL GLOBAL EDUCATION LTD.
ZUARI,ZUARI AGRO CHEMICALS LTD.
STEELXIND,STEEL EXCHANGE INDIA LTD.
TRIOMERC,TRIO MERCANTILE & TRADING LTD.
CIGNITITEC,CIGNITI TECHNOLOGIES LTD.
CDG,CDG Petchem Ltd
CARERATING,CARE Ratings Ltd
PCJEWELLER,PC JEWELLER LTD.
INDUSTOWER,Indus Towers Ltd
VMART,V-MART RETAIL LTD.
NIBE,NIBE Ltd
